          -0.25482565888524E-05         -0.13213994520811E-06
          -0.25960907805711E-05         -0.17374757987909E-06
          -0.26443876777194E-05         -0.21694505392134E-06
          -0.26931427328236E-05         -0.26177886525147E-06
          -0.27423493520473E-05         -0.30829630759399E-06
          -0.27920004868065E-05         -0.35654687735587E-06
          -0.28420902253856E-05         -0.40658230204826E-06
          -0.28926119739481E-05         -0.45845607132833E-06
          -0.29435573196679E-05         -0.51222235697423E-06
          -0.29949180770927E-05         -0.56793766134433E-06
          -0.30466862881440E-05         -0.62566203951064E-06
          -0.30988533126219E-05         -0.68545620024452E-06
          -0.31514077818429E-05         -0.74738250077644E-06
          -0.32043419651018E-05         -0.81150847108802E-06
          -0.32576438115939E-05         -0.87790198222137E-06
          -0.33113030895038E-05         -0.94663425898034E-06
          -0.33653011541901E-05         -0.10177813010159E-05
          -0.34196380056528E-05         -0.10914172889898E-05
          -0.34742956813716E-05         -0.11676247595460E-05
          -0.35292603115522E-05         -0.12464884093788E-05
          -0.35845171169058E-05         -0.13280952089190E-05
          -0.36400526823854E-05         -0.14125387224340E-05
          -0.36958504097129E-05         -0.14999149016148E-05
          -0.37518943827308E-05         -0.15903249277471E-05
          -0.38081680031610E-05         -0.16838757801452E-05
          -0.38646535358566E-05         -0.17806797814046E-05
          -0.39213318814291E-05         -0.18808526647263E-05
          -0.39781853047316E-05         -0.19845215319947E-05
          -0.40351928873861E-05         -0.20918157588312E-05
          -0.40923328015197E-05         -0.22028739294910E-05
          -0.41495836740069E-05         -0.23178424726211E-05
          -0.42069241317222E-05         -0.24368791855522E-05
          -0.42643287088140E-05         -0.25601480047044E-05
          -0.43217728489253E-05         -0.26878242351813E-05
          -0.43792319956992E-05         -0.28200968245073E-05
          -0.44366770453053E-05         -0.29571656341432E-05
          -0.44940816223971E-05         -0.30992437132227E-05
          -0.45514161683968E-05         -0.32465645745106E-05
          -0.46086497604847E-05         -0.33993728720816E-05
          -0.46657505663461E-05         -0.35579362247518E-05
          -0.47226858441718E-05         -0.37225431697152E-05
          -0.47794205784157E-05         -0.38935045267863E-05
          -0.48359183892899E-05         -0.40711584006203E-05
          -0.48921679081104E-05         -0.42558722270769E-05
          -0.49480818233860E-05         -0.44480520955403E-05
          -0.50036405809806E-05         -0.46481377466989E-05
          -0.50588037083799E-05         -0.48566139412287E-05
          -0.51135239118594E-05         -0.50740163715091E-05
          -0.51677557166840E-05         -0.53009357543488E-05
          -0.52214491006453E-05         -0.55380332923960E-05
          -0.52745535867871E-05         -0.57860443121172E-05
          -0.53270146054274E-05         -0.60457950894488E-05
          -0.53787748584000E-05         -0.63182160374708E-05
