          -0.24638516151754E-05         -0.56771614964646E-07
          -0.25096485387621E-05         -0.94430234298670E-07
          -0.25558613288013E-05         -0.13348311256323E-06
          -0.26024829367088E-05         -0.17396554596871E-06
          -0.26495072233956E-05         -0.21591414167688E-06
          -0.26969260034093E-05         -0.25936563474716E-06
          -0.27447304091766E-05         -0.30435828080044E-06
          -0.27929138468608E-05         -0.35093151495857E-06
          -0.28414660846465E-05         -0.39912478655424E-06
          -0.28903773454658E-05         -0.44897780071551E-06
          -0.29396385343716E-05         -0.50053358791047E-06
          -0.29892389648012E-05         -0.55383407016052E-06
          -0.30391663585760E-05         -0.60892227793374E-06
          -0.30894111660018E-05         -0.66584385649548E-06
          -0.31399588351633E-05         -0.72464280265194E-06
          -0.31907986794977E-05         -0.78536663750128E-06
          -0.32419086437585E-05         -0.84806299582851E-06
          -0.32932878184511E-05         -0.91277848923710E-06
          -0.33449168768129E-05         -0.97956410627376E-06
          -0.33967780836974E-05         -0.10484691301826E-05
          -0.34488557503209E-05         -0.11195456863788E-05
          -0.35011339605262E-05         -0.11928464118682E-05
          -0.35535940696718E-05         -0.12684241710303E-05
          -0.36062174331164E-05         -0.13463333061736E-05
          -0.36589847240975E-05         -0.14266291827880E-05
          -0.37118761611055E-05         -0.15093681895451E-05
          -0.37648694615200E-05         -0.15946068288031E-05
          -0.38179441617103E-05         -0.16824029671625E-05
          -0.38710754779459E-05         -0.17728146985974E-05
          -0.39242409002327E-05         -0.18659006855160E-05
          -0.39774140532245E-05         -0.19617200450739E-05
          -0.40305699258170E-05         -0.20603333723557E-05
          -0.40836807784217E-05         -0.21617981929012E-05
          -0.41367170524609E-05         -0.22661738512397E-05
          -0.41896510083461E-05         -0.23735192371532E-05
          -0.42424503590155E-05         -0.24838914214342E-05
          -0.42950832721544E-05         -0.25973458832595E-05
          -0.43475165512064E-05         -0.27139376470586E-05
          -0.43997142711305E-05         -0.28337176445348E-05
          -0.44516409616335E-05         -0.29567329420388E-05
          -0.45032579691906E-05         -0.30830294690531E-05
          -0.45545257307822E-05         -0.32126445148606E-05
          -0.46054024096520E-05         -0.33456103665230E-05
          -0.46558716348954E-05         -0.34819497614080E-05
          -0.47058397285582E-05         -0.36216813441570E-05
          -0.47552830437780E-05         -0.37648067063856E-05
          -0.48041529225884E-05         -0.39113160710258E-05
          -0.48523979785386E-05         -0.40611830627313E-05
          -0.48999654609361E-05         -0.42143606151512E-05
          -0.49467998906039E-05         -0.43707809709304E-05
          -0.49928448788705E-05         -0.45303481783776E-05
          -0.50380394895910E-05         -0.46929358177294E-05
          -0.50823223318730E-05         -0.48583783609502E-05
          -0.51256274673506E-05         -0.50264698074898E-05
          -0.51678898671526E-05         -0.51969554988318E-05
          -0.52090372264502E-05         -0.53695207498095E-05
          -0.52489986046567E-05         -0.55437899391109E-05
          -0.52876471272612E-05         -0.57193165048375E-05
          -0.53250014389050E-05         -0.58955633903679E-05
          -0.53609360293194E-05         -0.60719116845576E-05
          -0.24547539396735E-05         -0.48928200158116E-07
          -0.25003350856423E-05         -0.86181820790898E-07
          -0.25463266410952E-05         -0.12480974476148E-06
          -0.25927229216904E-05         -0.16484744946865E-06
          -0.26395161967230E-05         -0.20632916175600E-06
          -0.26866985081142E-05         -0.24929147457442E-06
          -0.27342618977855E-05         -0.29377116561591E-06
          -0.27821986350318E-05         -0.33980629154939E-06
          -0.28304996249062E-05         -0.38743539221286E-06
          -0.28791530439776E-05         -0.43669584215422E-06
          -0.29281513889146E-05         -0.48762990445539E-06
          -0.29774821541650E-05         -0.54027754003982E-06
          -0.30271344257926E-05         -0.59467953406056E-06
          -0.30770977446082E-05         -0.65088016754089E-06
          -0.31273582408176E-05         -0.70892195935812E-06
          -0.31779036362423E-05         -0.76884884947503E-06
          -0.32287136946252E-05         -0.83070784739903E-06
          -0.32797856874822E-05         -0.89454181306792E-06
          -0.33311000606773E-05         -0.96039923391800E-06
          -0.33826399885584E-05         -0.10283274605172E-05
          -0.34343895549682E-05         -0.10983745823978E-05
          -0.34863319342548E-05         -0.11705906217685E-05
          -0.35384482544032E-05         -0.12450244639695E-05
          -0.35907207802666E-05         -0.13217270407040E-05
          -0.36431292755879E-05         -0.14007503068569E-05
          -0.36956537314836E-05         -0.14821450804448E-05
          -0.37482716379600E-05         -0.15659635437260E-05
          -0.38009625313862E-05         -0.16522594705748E-05
          -0.38537018554052E-05         -0.17410849295629E-05
          -0.39064657357812E-05         -0.18324925576962E-05
          -0.39592287066625E-05         -0.19265357877885E-05
          -0.40119653021975E-05         -0.20232675979059E-05
          -0.40646473280503E-05         -0.21227397155599E-05
          -0.41172456803906E-05         -0.22250028450799E-05
          -0.41697317101352E-05         -0.23301074634219E-05
          -0.42220722207276E-05         -0.24381015464314E-05
          -0.42742381083372E-05         -0.25490317057120E-05
          -0.43261929931759E-05         -0.26629411422618E-05
          -0.43779027691926E-05         -0.27798703285953E-05
          -0.44293301471043E-05         -0.28998547350056E-05
          -0.44804373828811E-05         -0.30229261938075E-05
          -0.45311853682506E-05         -0.31491097161052E-05
          -0.45815313569619E-05         -0.32784219001769E-05
          -0.46314585233631E-05         -0.34108691124857E-05
          -0.46808745537419E-05         -0.35464543088892E-05
          -0.47297544369940E-05         -0.36851611184829E-05
          -0.47780504246475E-05         -0.38269622564258E-05
          -0.48257115849992E-05         -0.39718102016195E-05
          -0.48726851673564E-05         -0.41196390156983E-05
          -0.49189156925422E-05         -0.42703613871709E-05
          -0.49643476813799E-05         -0.44238604459679E-05
          -0.50089206524717E-05         -0.45799893086951E-05
          -0.50525741244201E-05         -0.47385642574227E-05
          -0.50952430683537E-05         -0.48993611017067E-05
          -0.51368629101489E-05         -0.50621088121261E-05
          -0.51773645282083E-05         -0.52264845180616E-05
          -0.52166765271977E-05         -0.53921025937598E-05
          -0.52546752158378E-05         -0.55585192058061E-05
          -0.52913806030119E-05         -0.57252063925262E-05
          -0.53266708164301E-05         -0.58915661611536E-05
          -0.24452363049932E-05         -0.40780498977711E-07
          -0.24905918962759E-05         -0.77614082272248E-07
          -0.25363535769429E-05         -0.11580235792508E-06
          -0.25825138436630E-05         -0.15537875697191E-06
          -0.26290667847206E-05         -0.19637764125946E-06
          -0.26760037599161E-05         -0.23883427502369E-06
          -0.27233159016760E-05         -0.28278347485866E-06
          -0.27709961614164E-05         -0.32826238793859E-06
          -0.28190340799483E-05         -0.37530767826865E-06
          -0.28674194254563E-05         -0.42395606669743E-06
          -0.29161433303670E-05         -0.47424799731743E-06
          -0.29651948807441E-05         -0.52622192470153E-06
          -0.30145606615406E-05         -0.57991627500087E-06
          -0.30642311230622E-05         -0.63537368077959E-06
          -0.31141928502620E-05         -0.69263467139535E-06
          -0.31644328828406E-05         -0.75174102676101E-06
          -0.32149300750461E-05         -0.81273771002088E-06
          -0.32656826078892E-05         -0.87566439788134E-06
          -0.33166709272336E-05         -0.94056781563268E-06
          -0.33678775253065E-05         -0.10074921874548E-05
          -0.34192862585769E-05         -0.10764825901788E-05
          -0.34708803013928E-05         -0.11475852943477E-05
          -0.35226407817390E-05         -0.12208469115649E-05
          -0.35745492823480E-05         -0.12963135986865E-05
          -0.36265855669626E-05         -0.13740334452450E-05
          -0.36787298540730E-05         -0.14540538586516E-05
          -0.37309596336854E-05         -0.15364220189440E-05
          -0.37832533053006E-05         -0.16211863567150E-05
          -0.38355869946827E-05         -0.17083941656892E-05
          -0.38879366002220E-05         -0.17980926259042E-05
          -0.39402757465723E-05         -0.18903285763372E-05
          -0.39925798773766E-05         -0.19851497654599E-05
          -0.40448194340570E-05         -0.20825996216445E-05
          -0.40969662222778E-05         -0.21827215732628E-05
          -0.41489911382087E-05         -0.22855585939396E-05
          -0.42008609852928E-05         -0.23911500193208E-05
          -0.42525448407105E-05         -0.24995331386890E-05
          -0.43040090531576E-05         -0.26107420580956E-05
          -0.43552172428463E-05         -0.27248061087448E-05
          -0.44061334847356E-05         -0.28417493922461E-05
          -0.44567191253009E-05         -0.29615925996040E-05
          -0.45069341467752E-05         -0.30843468721287E-05
          -0.45567376218969E-05         -0.32100158477988E-05
          -0.46061118155194E-05         -0.33385938422725E-05
